nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-03 01:20:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-03 01:20:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-03 01:20:00",5250,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-03 01:20:00",990,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-03 01:20:00",740,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-03 01:20:00",1740,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-03 01:20:00",1620,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-03 01:20:00",1060,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-03 01:20:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-03 01:20:00",1470,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-03 01:50:00",160,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-03 01:50:00",190,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-03 01:50:00",900,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-03 01:50:00",5970,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-03 01:50:00",80,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-03 01:50:00",650,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-03 01:50:00",2580,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-03 01:50:00",1970,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-03 01:50:00",2050,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-03 01:50:00",-2020,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-03 01:50:00",660,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-03 01:50:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-03 01:50:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-03 01:50:00",5260,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-03 01:50:00",1030,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-03 01:50:00",690,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-03 01:50:00",1740,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-03 01:50:00",1620,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-03 01:50:00",1070,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-03 01:50:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-03 01:50:00",1460,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-03 02:20:00",160,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-03 02:20:00",190,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-03 02:20:00",890,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-03 02:20:00",5970,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-03 02:20:00",80,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-03 02:20:00",670,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-03 02:20:00",2590,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-03 02:20:00",1970,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-03 02:20:00",1990,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-03 02:20:00",-2030,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-03 02:20:00",650,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-03 02:20:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-03 02:20:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-03 02:20:00",5270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-03 02:20:00",1080,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-03 02:20:00",730,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-03 02:20:00",1730,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-03 02:20:00",1630,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-03 02:20:00",1070,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-03 02:20:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-03 02:20:00",1520,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-03 02:50:00",160,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-03 02:50:00",190,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-03 02:50:00",900,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-03 02:50:00",5970,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-03 02:50:00",80,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-03 02:50:00",670,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-03 02:50:00",2600,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-03 02:50:00",2010,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-03 02:50:00",2140,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-03 02:50:00",-2030,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-03 02:50:00",650,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-03 02:50:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-03 02:50:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-03 02:50:00",5270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-03 02:50:00",1110,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-03 02:50:00",820,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-03 02:50:00",1730,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-03 02:50:00",1640,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-03 02:50:00",1080,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-03 02:50:00",1780,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-03 02:50:00",1560,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-03 03:20:00",160,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-03 03:20:00",190,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-03 03:20:00",890,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-03 03:20:00",5970,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-03 03:20:00",80,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-03 03:20:00",710,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-03 03:20:00",2600,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-03 03:20:00",2080,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-03 03:20:00",2120,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-03 03:20:00",-2040,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-03 03:20:00",640,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-03 03:20:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-03 03:20:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-03 03:20:00",5280,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-03 03:20:00",1130,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-03 03:20:00",720,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-03 03:20:00",1730,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-03 03:20:00",1640,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-03 03:20:00",1080,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-03 03:20:00",1780,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-03 03:20:00",1580,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-03 03:50:00",160,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-03 03:50:00",190,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-03 03:50:00",890,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-03 03:50:00",6020,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-03 03:50:00",80,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-03 03:50:00",720,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-03 03:50:00",2600,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-03 03:50:00",2070,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-03 03:50:00",2180,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-03 03:50:00",-2040,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-03 03:50:00",630,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-03 03:50:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-03 03:50:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-03 03:50:00",5290,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-03 03:50:00",1180,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-03 03:50:00",690,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-03 03:50:00",1730,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-03 03:50:00",1640,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-03 03:50:00",1080,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-03 03:50:00",1780,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-03 03:50:00",1590,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-03 04:20:00",160,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-03 04:20:00",200,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-03 04:20:00",890,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-03 04:20:00",6030,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-03 04:20:00",80,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-03 04:20:00",730,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-03 04:20:00",2610,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-03 04:20:00",2180,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-03 04:20:00",2230,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-03 04:20:00",-2030,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-03 04:20:00",620,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-03 04:20:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-03 04:20:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-03 04:20:00",5290,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-03 04:20:00",1220,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-03 04:20:00",720,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-03 04:20:00",1720,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-03 04:20:00",1640,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-03 04:20:00",1040,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-03 04:20:00",1790,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-03 04:20:00",1600,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-03 04:50:00",160,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-03 04:50:00",190,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-03 04:50:00",880,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-03 04:50:00",6050,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-03 04:50:00",80,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-03 04:50:00",740,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-03 04:50:00",2630,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-03 04:50:00",2230,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-03 04:50:00",2390,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-03 04:50:00",-2020,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-03 04:50:00",620,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-03 04:50:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-03 04:50:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-03 04:50:00",5290,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-03 04:50:00",1280,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-03 04:50:00",690,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-03 04:50:00",1730,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-03 04:50:00",1640,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-03 04:50:00",1090,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-03 04:50:00",1790,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-03 04:50:00",1610,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-03 05:20:00",160,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-03 05:20:00",190,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-03 05:20:00",890,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-03 05:20:00",6120,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-03 05:20:00",80,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-03 05:20:00",770,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-03 05:20:00",2720,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-03 05:20:00",2250,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-03 05:20:00",2260,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-03 05:20:00",-2010,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-03 05:20:00",610,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-03 05:20:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-03 05:20:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-03 05:20:00",5310,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-03 05:20:00",1330,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-03 05:20:00",720,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-03 05:20:00",1760,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-03 05:20:00",1640,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-03 05:20:00",1090,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-03 05:20:00",1790,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-03 05:20:00",1610,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-03 05:50:00",160,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-03 05:50:00",190,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-03 05:50:00",880,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-03 05:50:00",6140,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-03 05:50:00",80,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-03 05:50:00",250,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-03 05:50:00",2780,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-03 05:50:00",2320,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-03 05:50:00",2350,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-03 05:50:00",-1990,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-03 05:50:00",600,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-03 05:50:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-03 05:50:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-03 05:50:00",5310,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-03 05:50:00",1400,"Status : Siaga 3"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-03 05:50:00",690,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-03 05:50:00",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-03 05:50:00",1640,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-03 05:50:00",1100,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-03 05:50:00",1800,"Status : Siaga 3"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-03 05:50:00",1680,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-03 06:20:00",160,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-03 06:20:00",190,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-03 06:20:00",880,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-03 06:20:00",6160,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-03 06:20:00",80,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-03 06:20:00",360,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-03 06:20:00",2850,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-03 06:20:00",2360,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-03 06:20:00",2360,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-03 06:20:00",-1970,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-03 06:20:00",600,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-03 06:20:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-03 06:20:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-03 06:20:00",5320,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-03 06:20:00",1440,"Status : Siaga 3"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-03 06:20:00",720,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-03 06:20:00",1860,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-03 06:20:00",1640,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-03 06:20:00",1110,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-03 06:20:00",1810,"Status : Siaga 3"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-03 06:20:00",1630,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-03 06:50:00",160,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-03 06:50:00",200,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-03 06:50:00",880,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-03 06:50:00",6190,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-03 06:50:00",80,"Status : Normal"
